casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2023-00501643,0 Block PROVIDENCE PI,2023-07-17T10:51:27.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501643-001,None,Larceny-theft
2023-00056005,0 Block VANDEWATER ST,2023-07-17T02:27:00.000,7,2023,Disturbance,Not Used,No Violations,0,LPrete,2023-00056005-001,None,None
2023-00501636,500 Block ANGELL  STREET ST,2023-07-16T16:19:51.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501636-001,None,Larceny-theft
2023-00055479,0 Block LEANDER ST,2023-07-15T15:43:00.000,7,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,JMontano,2023-00055479-001,None,Larceny-theft
2023-00055436,0 Block EXCHANGE TER,2023-07-15T12:40:00.000,7,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,VLopez,2023-00055436-001,None,None
2023-00501630,BRAYTON AVE,2023-07-15T11:24:04.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501630-001,None,None
2023-00055405,100 Block OAKLAND AVE,2023-07-15T10:08:00.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00055405-001,None,None
2023-00055377,800 Block ACADEMY AVE,2023-07-15T06:37:24.000,7,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JWagnac,2023-00055377-001,None,None
2023-00501627,200 Block NW CLIFFORD ST,2023-07-15T00:43:16.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501627-001,None,None
2023-00501626,SPRUCE,2023-07-15T00:34:46.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501626-001,None,None
2023-00055101,ATWELLS AVENUE,2023-07-14T14:01:00.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00055101-001,None,None
2023-00054950,KENWOOD ST,2023-07-13T22:06:00.000,7,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,NAyala,2023-00054950-001,None,Larceny-theft
2023-00054888,WOODSIDE RD,2023-07-13T18:33:00.000,7,2023,Suspicious Person,Not Used,No Violations,0,DPfeiffer,2023-00054888-001,None,None
2023-00501612,FEDERAL ST,2023-07-13T17:05:45.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501612-001,None,None
2023-00501610,OFF RAMP POINT ST,2023-07-13T15:57:38.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501610-001,None,None
2023-00054818,0 Block PROVIDENCEPLACE MALL,2023-07-13T14:29:46.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JDeschamps,2023-00054818-001,None,Larceny-theft
2023-00054703,0 Block CITIZENS PL,2023-07-13T06:32:39.000,7,2023,Disturbance,Not Used,No violations,0,ADaCruz,2023-00054703-001,None,None
2023-00054664,300 Block BROADWAY,2023-07-13T00:28:00.000,7,2023,Request for Assistance,Not Used,No Violations,0,JMontano,2023-00054664-001,None,None
2023-00501607,BADGER RD,2023-07-12T17:04:27.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501607-001,None,Larceny-theft
2023-00501598,F C GREENE MEMORIAL BLVD BLVD,2023-07-11T15:59:45.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501598-001,None,None
2023-00501594,FAMILY DOLLAR ON POCASETT AVE,2023-07-11T09:51:47.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00501594-001,None,None
2023-00054111,ADMIRAL ST,2023-07-11T07:31:00.000,7,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00054111-001,None,None
2023-00501591,F C GREENE MEMORIAL BLVD,2023-07-10T16:52:41.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501591-001,None,Larceny-theft
2023-00501590,ARMSTRONG AVE,2023-07-10T16:06:20.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501590-001,None,Larceny-theft
2023-00054174,200 Block PULASKI STREET,2023-07-10T15:00:00.000,7,2023,Narcotics Violation,Not Used,No violations,0,JDesmarais,2023-00054174-001,None,None
2023-00501587,N BALCOM ST,2023-07-10T08:39:04.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00501587-001,None,Larceny-theft
2023-00053811,0 Block OAKLAND AVE,2023-07-10T01:04:36.000,7,2023,Shots Fired,Not Used,No Violations,0,JWagnac,2023-00053811-001,None,None
2023-00501586,DEAN ST,2023-07-09T20:35:18.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501586-001,None,Larceny-theft
2023-00053632,0 Block CRANDALL ST,2023-07-09T12:53:32.000,7,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,MLabutti,2023-00053632-001,None,None
2023-00053539,0 Block CANDACE ST,2023-07-09T02:44:00.000,7,2023,Disorderly Conduct,11-30-8,ENTRY BY POLICE OFFICERS OF PREMISES,1,ABrodeur,2023-00053539-001,None,None
2023-00501580,600 Block N NO. MAIN STREET ST,2023-07-08T17:29:14.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00501580-001,None,Larceny-theft
2023-00501573,SAYLES ST,2023-07-07T15:17:28.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501573-001,None,None
2023-00052982,0 Block ANDEM ST,2023-07-07T14:58:00.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00052982-001,None,None
2023-00501568,VALLEY ST,2023-07-07T02:15:48.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501568-001,None,None
2023-00501567,100 Block CLEVELAND ST,2023-07-07T00:21:07.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00501567-001,None,Larceny-theft
2023-00501566,100 Block OAKLAND AVE,2023-07-06T22:46:03.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501566-001,None,Larceny-theft
2023-00501562,400 Block BLACKSTONE BOULEVARD BLVD,2023-07-06T11:12:49.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501562-001,None,Larceny-theft
2023-00052583,AMHERST ST,2023-07-06T10:22:00.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00052583-001,None,None
2023-00501552,RANKIN AVE,2023-07-05T14:31:38.000,7,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00501552-001,None,None
2023-00501550,S PINE ST,2023-07-05T13:35:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501550-001,None,Larceny-theft
2023-00052208,TINGLY ST.,2023-07-05T06:04:00.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00052208-001,None,None
2023-00052208,TINGLY ST.,2023-07-05T06:04:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00052208-002,None,Larceny-theft
2023-00501546,PROVIDENCE PL,2023-07-04T17:21:04.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501546-001,None,Larceny-theft
2023-00051980,0 Block BONANZA WAY,2023-07-04T15:18:00.000,7,2023,Assistance Rendered,Not Used,No Violations,0,PHourahan,2023-00051980-001,None,None
2023-00051924,400 Block PLAINFIELD AVE,2023-07-04T12:15:54.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLugo,2023-00051924-001,None,None
2023-00051835,0 Block RANDALL ST,2023-07-04T01:17:00.000,7,2023,Alarm-Business,Not Used,No Violations,0,YCaba,2023-00051835-001,None,None
2023-00501534,500 Block BROADWAY,2023-07-03T08:23:50.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501534-001,None,None
2023-00051413,OLNEYVILLE SQ,2023-07-02T17:28:00.000,7,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MPesola,2023-00051413-001,None,None
2023-00501527,PEMBROKE AVE,2023-07-02T12:47:58.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501527-001,None,Larceny-theft
2023-00051269,AMES ST,2023-07-02T02:37:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00051269-001,None,Larceny-theft
2023-00501526,HARRIS AVE,2023-07-01T23:35:03.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501526-001,None,None
2023-00501525,ALLEN'S AVE,2023-07-01T22:33:51.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501525-001,None,Larceny-theft
2023-00051115,200 Block OAKLAND AVENUE AVE,2023-07-01T20:57:04.000,7,2023,Suspicious Person,Not Used,No violations,0,BAucoin,2023-00051115-001,None,None
2023-00050925,MANTON AVE,2023-07-01T05:04:34.000,7,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,DPalumbo,2023-00050925-001,Aggravated Assault,None
2023-00050727,0 Block RANDALL ST,2023-06-30T19:28:00.000,6,2023,Animal Bite,Not Used,No violations,0,PHourahan,2023-00050727-001,None,None
2023-00501520,400 Block ANGELL,2023-06-30T16:25:42.000,6,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00501520-001,None,None
2023-00050480,0 Block EXCHANGE TER,2023-06-29T23:15:00.000,6,2023,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,YCaba,2023-00050480-001,None,Larceny-theft
2023-00050480,0 Block EXCHANGE TER,2023-06-29T23:15:00.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,YCaba,2023-00050480-002,None,None
2023-00050451,WATERMAN ST,2023-06-29T21:47:00.000,6,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00050451-001,None,None
2023-00050320,MIDDLE ST,2023-06-29T14:56:00.000,6,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00050320-001,None,Motor Vehicle Theft
2023-00050248,2000 Block RIVER AVE,2023-06-29T10:15:00.000,6,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00050248-001,None,None
2023-00501515,RADCLIFFE AVE,2023-06-29T08:28:29.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501515-001,None,Larceny-theft
2023-00501512,ATWELLS AVE,2023-06-28T17:15:02.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501512-001,None,None
2023-00501507,300 Block WAYLAND AVE,2023-06-28T11:13:12.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501507-001,None,None
2023-00049950,0 Block THOMAS SPANN WAY,2023-06-28T09:24:00.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,TCalandra,2023-00049950-001,None,None
2023-00501503,0 Block WASHINGTON,2023-06-27T22:14:56.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501503-001,None,Larceny-theft
2023-00501493,CLAVERICK ST,2023-06-27T09:57:26.000,6,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501493-001,None,Larceny-theft
2023-00049653,0 Block CRANDALL ST,2023-06-27T09:23:59.000,6,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00049653-001,None,None
2023-00501488,0 Block HAROLD,2023-06-26T17:34:49.000,6,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00501488-001,None,None
2023-00049524,0 Block VANDEWATER ST,2023-06-26T17:26:05.000,6,2023,Request for Assistance,Not Used,No Violations,0,IQuinn,2023-00049524-001,None,None
2023-00501486,N DALE ST,2023-06-26T14:50:16.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501486-001,None,Larceny-theft
2023-00049437,MEMORIAL BLVD &  PECK ST,2023-06-26T10:08:37.000,6,2023,Dispersals,Not Used,No violations,0,LAndreozzi,2023-00049437-001,None,None
2023-00501481,0 Block KENWOOD,2023-06-26T06:41:06.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501481-001,None,Larceny-theft
2023-00049390,DORRANCE PLZ,2023-06-26T02:19:00.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00049390-001,None,Larceny-theft
2023-00049390,DORRANCE PLZ,2023-06-26T02:19:00.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00049390-002,None,None
2023-00049337,CANAL ST,2023-06-25T22:19:07.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GGenao,2023-00049337-001,None,None
2023-00501477,ALDRICH ST,2023-06-25T19:54:49.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501477-001,None,None
2023-00501476,100 Block DORRANCE,2023-06-25T18:34:08.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501476-001,None,None
2023-00049094,0 Block EXCHANGE TER,2023-06-25T03:34:00.000,6,2023,DUI,31-27-2.1,Chemical Test Refusal,1,RByfield,2023-00049094-001,None,None
2023-00049094,0 Block EXCHANGE TER,2023-06-25T03:34:00.000,6,2023,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RByfield,2023-00049094-002,None,None
2023-00501465,200 Block CHAD BROWN,2023-06-24T16:50:36.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501465-001,None,None
2023-00048797,FRIENDSHIP ST &  EAST FRANKLIN ST,2023-06-24T12:46:00.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JO,2023-00048797-001,None,Larceny-theft
2023-00501462,SMITH ST,2023-06-24T10:41:52.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501462-001,None,Larceny-theft
2023-00048742,GEORGE M COHAN BLVD,2023-06-24T03:33:25.000,6,2023,Dispersals,Not Used,No Violations,0,JIkuejamofo,2023-00048742-001,None,None
2023-00048718,600 Block RESERVOIR AVE,2023-06-24T01:37:14.000,6,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,DCarias,2023-00048718-001,Aggravated Assault,None
2023-00048708,0 Block PLEASANT VALLEY PKY,2023-06-24T01:19:00.000,6,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,SCampbell,2023-00048708-001,None,None
2023-00501458,GANO ST,2023-06-23T19:14:48.000,6,2023,Property Damage,Not Used,No Violations,0,NField,2023-00501458-001,None,None
2023-00048534,200 Block BROADWAY,2023-06-23T16:37:00.000,6,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00048534-001,None,None
